Super Cake Shop,"E-285, Near Atta Market, Sector 27, Noida",Bakery,₹300,"11 AM to 9 PM (Mon-Sat), Sun Closed",3.2
Aggarwal Sweet Shop,"8, Royal Paradise Shopping Complex, Y 349C, Near Sabzi Mandi, Sector 12, Noida","Desserts, Street Food",₹300,12 Noon to 10:30 PM,3.2
Patisserie Cake And Confectioners,"14, Near ICICI ATM, Krishna Apra Royal Plaza, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida",Bakery,₹250,12 Noon to 11:30 PM,3.2
City Sippers,"Jagat Farm, Opposite Oriental Bank of Commerce, Gamma 1, Greater Noida, Noida","Fast Food, Chinese",₹350,11 AM to 10:30 PM,3.1
MS Foods,"E-78, Deppak Vihar, Sector 62, Noida",North Indian,₹400,11 AM to 11 PM,3.1
Dawaat,"Near HP Petrol Pump, Sector 41, Noida","North Indian, Chinese",₹750,10 AM to 10 PM,2.9
Shan-e-Lucknow,"Amrit Puram, Jagat Farm, Gamma 1, Greater Noida, Noida",Mughlai,₹150,11 AM to 10:30 PM,3.1
Dreamery Creamery,"G5, MSX Tower 2, Opposite SBI, Alpha Commercial Belt, Greater Noida, Noida","Fast Food, Cafe",₹300,9 AM to 11 PM,3.1
Wok N Spice,"Shop 157, Jaipuria Plaza, Sector 26, Noida","Chinese, Fast Food",₹300,10 AM to 10 PM,-
Scarlet Bar - Radisson Blu,"Radisson Blu Hotel, C-8, 2nd Cross Ave Road, Kasna, Greater Noida, Noida",Finger Food,"₹2,000",4 PM to 10:45 PM,-
Buddy's Pizza & Resto,"Opposite Gate 2, Amity University, Sector 125, Noida","North Indian, Italian, Fast Food",₹500,11 AM to 11 PM,-
Kabab Brigade,"G-12, Krishna Apra Plaza, Sector 18, Noida","North Indian, Mughlai",₹600,"7 AM to 10 AM, 12 Noon to 3 PM, 7 PM to 11 PM",2.8
Flavours Of Dilli 6,"Amrapali Princley Estate, Sector 76, Nearby Sector 72, Sector 72, Noida","North Indian, Chinese",₹500,10:30 AM to 10:30 PM,2.9
Mithaas,"7th Floor, Amrapali Platinum Club, Sector 119, Near, Sector 72, Noida","North Indian, Chinese, South Indian",₹650,5:30 PM to 10:45 PM,3.1
Sugar Ruffles,"Sector 36, Near Sector 37, Noida",Bakery,₹500,11 AM to 11 PM,-
Choco N Lush,"Sector 51, Noida","Desserts, Bakery",₹500,24 Hours,3
BitsNBites,"C Block Market, Near Evergreen Sweets, Sector 41, Noida","Italian, North Indian",₹250,Mon-Sun (12 Midnight to 11:45 PM),-
Captain's Burger & Vada Pav,"Shop 34, Amritpuram, Gamma-1, GB Nagar, Greater Noida, Noida",Fast Food,₹900,8:30 AM to 11 PM,3.2
Swad,"Corporate Suites, C 30/4, Sector 62, Noida","North Indian, Chinese, Continental",₹350,10 AM to 10 PM,2.9
Andhra Biryani Restaurant,"Shop 13, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida","Andhra, Hyderabadi",₹350,11 AM to 10:30 PM,2.9
Heaven's Point,"Block C, Near SRS Value Bazaar, Sector 44, Noida","Fast Food, North Indian",₹450,11 AM to 12 Midnight,3.1
Baker's Zone,"MSX Mall, Site 4, Near Haldiram, Greater Noida, Noida","Bakery, Desserts, Fast Food","₹1,000",11 AM to 11 PM,2.8
Cake24x7,"D-102, 1st Floor, Sector-7, Delhi NCR, Sector 7, Noida",Desserts,₹450,11 AM to 11 PM,3.1
Delhi Food Factory,"Main Market, Opposite Kendriya Vihar, Sector 110, Noida",North Indian,₹200,8:30 AM to 11 PM,3.2
Lemon Tree,"GF-68, K Block Ground Floor, Ansal Fortune Arcade, Sector 18, Noida","North Indian, Chinese, Fast Food",₹100,9 PM to 4 AM,3.2
Meeting Point Corner,"Near Corenthum Building, Sector 62, Noida","North Indian, Street Food",₹450,11 AM to 11 PM,3.3
BK's The Juice Bar,"101, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Juices, Healthy Food, Beverages",₹350,8 AM to 10 PM,3
Sip N Byte,"G-24/C, Savitri Market, Sector 18, Noida",North Indian,₹850,11 AM to 11 PM,3.2
Hot Fries,"Food Court, Spice World Mall, Sector 25, Noida",Fast Food,₹400,10 AM to 10 PM,3.1
Al Kareem,"204 F S Plaza, Jagat Farm, Greater Noida, Noida","North Indian, Chinese",₹350,11:30 AM to 10:30 PM,3.1
Aggarwal Bikaneri Sweets,"H-1A/9, Sector 63, Noida","North Indian, South Indian, Chinese, Street Food, Mithai",₹450,11 AM to 11 PM,2.9
The Chowkidari Lane,"Sector 18, Noida","Fast Food, North Indian","₹1,500",9 AM to 11:30 PM,2.7
Food Express,"B 30, Sector 59, Noida",North Indian,₹400,11 AM to 11 PM,2.9
Cooks Cafe - Jaypee Greens,"Jaypee Greens, Surajpur Kasna Road, Greater Noida, Noida","Continental, North Indian",₹650,11 AM to 11 PM (Mon-Sun),-
Swaad Wala,"Shop 4/5/6, Arjun Plaza, Jagat Farms, Gamma-1, Greater Noida, Noida","North Indian, South Indian, Chinese, Street Food",₹300,11 AM to 4 AM,-
Noida Cakes Online,"Sector 31, Noida",Bakery,₹400,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3
DV's Chinese Kitchen,"Near ICICI Bank, GB Nagar, Sector 110, Noida",Chinese,₹500,10 AM to 10 PM,3
Hooked On Pasta,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida",Italian,₹450,8 AM to 11 PM,2.6
Healthy Foods,"Shop G-7, Krishna Apra Plaza, Sector 18, Noida","North Indian, Chinese",₹400,9 AM to 11 PM,2.6
Wild Chef House,"Shop 10, JM Orchid, Sector 76, Near Sector 72, Noida","North Indian, Mughlai",₹500,9 AM to 9:30 PM,2.9
Hubshee,"Noida, Uttar Pradesh, India",North Indian,₹700,"11:30 AM to 11:30 PM (Mon-Tue, Thu-Sun), 12 Noon to 10:30 PM (Wed)",3.1
Kake Da Hotel,"Shop 1-2, Gautam Budh Nagar, Sector 41, Noida","North Indian, Mughlai",₹250,10 AM to 10 PM,3.1
Sharma's Food Cottage,"C 135, Near Nirulas, Sector 2, Noida","North Indian, Chinese, Mughlai",₹200,11 AM to 11 PM,2.8
Evergreen Sweets,"Omega 1, Oposite AWHO Apartment, Greater Noida, Noida","South Indian, Fast Food, Street Food, Desserts",₹300,11 AM to 11 PM,2.8
Ever Green Sweets,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida","Desserts, North Indian",₹150,"4 PM to 10 PM (Mon), 11 AM to 10 PM (Tue-Sun)",2.8
Delhi Biryani Hut,"RN-3-B, Opposite Corporation Bank, Near Fortis Hospital, Sector 62, Noida","Biryani, Mughlai",₹450,9 AM to 9 PM,-
Hari Sweets,"14, Alaknanda Shopping Complex, Sector 28, Noida","Desserts, Fast Food",₹150,9 AM to 8 PM,3.1
Sadda Taste,"Sector 27, Noida","North Indian, Fast Food, Chinese",₹500,7 PM to 5 AM,3
Brown Town,"RN 33, Near Fortis Hospital, Sector 62, Noida",Bakery,₹400,8 AM to 11 PM,2.7
Hyderabadi Cuisine,"Food Court, Centre Stage Mall, Sector 18, Noida",Hyderabadi,₹250,11 AM to 10 PM,3.1
Food Bell,"Shersingh Market, Naga Bans, Sector 15, Noida",North Indian,₹250,11:30 AM to 11 PM,3.1
Chillies Cafe,"G-11, Tulip Mall, Sector 48, Noida",Fast Food,₹300,11 AM to 12 Midnight,2.8
Time To Tea,"Urbtech Matrix Tower, Opp. Jaypee Hospital, Sector 132, Noida","Cafe, Bakery, Fast Food",₹700,10:30 AM to 11 PM,2.9
The Chaiwalas,"Shop 1, Ground Floor, Tower B, Okaya Business Centre, Sector 62, Noida",Cafe,₹650,12 Noon to 11 PM,-
Bats On Delivery,"Sector 7, Noida","North Indian, Fast Food",₹300,8 AM to 11 PM,2.8
Darbari Jaika,"Vinayak Plaza Am-O1 Ansal Golf Link -O1 ,P2, Greater Noida, Noida","North Indian, South Indian, Chinese",₹600,"12 Noon to 4 PM, 6:30 PM to 12 Midnight",2.8
Dolce Gelato,"Shop 98, Ground Floor, The Great India Place Mall, Sector 38 A, Sector 38, Noida",Ice Cream,₹400,12 Noon to 12 Midnight,3
Great Chef's,"304, Gamma-1, Greater Noida, Noida","North Indian, Chinese",₹500,"11 AM to 4 PM, 6 PM to 11 PM",2.8
Shagun Dhaba,"Atta Sabzi Market, Shakumbari Market, Near Sab Mall, Sector 27, Noida",North Indian,₹650,11 AM to 11 PM,3
Alpha,"Shoprrix Mall, Sector 61, Noida","North Indian, Chinese, South Indian",₹300,9 AM to 11 PM,2.8
The Qube,"102, 2nd Floor, Gamma 1, Greater Noida, Noida","North Indian, Chinese",₹150,24 Hours,3.2
South King Restaurant,"Sector 66, Near Sector 65, Noida","South Indian, North Indian","₹1,800",11 AM to 11 PM,2.9
Chauhan Hotel,"Main Road, Opposite Sector 51, Sector 52, Noida",North Indian,₹250,10 AM to 7 PM,2.8
Maya the Illusion -  Knights Chaska,"201-207, 2nd Floor, Ansal Plaza Mall, Greater Noida, Noida",Finger Food,₹700,10 AM to 9:30 PM,-
Ambarsari Dhaba,"Main Dadri Road, Sector 41, Noida",North Indian,₹400,"12 Noon to 4 PM, 6:30 PM to 11:30 PM",3
Food Father,"B-1/61, Central Market, Sector 50, Noida","Fast Food, Beverages, North Indian, Chinese",₹700,12 Noon to 11 PM,3.1
Aggarwal Bikaneri Sweets,"Opposite Wave Silver Tower, Main Atta Market, Sector 27, Noida","North Indian, South Indian, Chinese, Street Food, Mithai",₹500,11 AM to 11 PM,2.9
Healthy Food,"C 6, Opposite Shiv Mandir, Sector 56, Noida","North Indian, Mughlai, Chinese",₹300,12 Noon to 11 PM,2.8
Rauch Haus,"46, Block 1, Ganga Shopping Complex, Sector 29, Noida",Cafe,₹300,8 AM to 10 PM,2.7
Tanz Angels,"Sector 50, Noida",Bakery,₹250,10 AM to 10 PM,3
Prime Bakery,"Shop 4, Skytech Matrott, Sector 76, Near Sector 50, Noida","Bakery, Desserts, Fast Food",₹600,9 AM to 11 PM,2.9
Hari Om Restaurant,"Main Road, I Block Market, Sector 22, Noida",North Indian,₹600,"10 AM to 10 PM (Mon, Wed-Sun), Tue Closed",3
Tikka Express,"Shop UG-16, Amprapali Zodiac, Sector 120, Sector 72, Noida","North Indian, Fast Food",₹250,10 AM to 11 PM,2.9
South Street,"Food Court, Spice World Mall, Sector 25, Noida","South Indian, North Indian",₹400,"9 AM to 10 PM (Mon-Sat), Sun Closed",3.1
Get Grubs,"A-8a, Food Court, Ground Floor, 3C Building, Knowledge Boulevard, Sector 62, Noida","Fast Food, Burger",₹200,"9 AM to 11 PM (Mon-Fri),1 PM to 11 PM (Sat-Sun)",3.1
Masters Caterer,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","North Indian, Chinese",₹400,10 AM to 10 PM,-
Chinese Corner,"Gamma 1, Opposite Oriental Bank, Greater Noida, Noida",Chinese,₹350,10 AM to 11 PM,3
The Chinese Hut,"Shop 9 - C, Amrapali Princely Market, Sector 76, Near, Sector 72, Noida","Chinese, Fast Food",₹200,Mon-Sun (12 Midnight to 11:45 PM),-
Quick Chick,"Shop No 24, Kanchenchunga Market, Sector 53, Noida","Raw Meats, Fast Food",₹250,12 Noon to 11 PM,3.2
Sati Restaurant,"Likhi Ram Market, Atta, Near Subzi Mandi, Sector 27, Noida",North Indian,₹350,11 AM to 11 PM,-
Whomely,Delivery Only,"North Indian, Chinese",₹600,10 AM to 11 PM,-
Sandwichai,"Near HCL, Sector 127, Noida",Fast Food,₹350,11 AM to 11 PM,3.2
The Hunger Cure,"RN-23, B Block Market, Sector 62, Noida","Fast Food, North Indian, Breakfast","₹1,000",11:30 AM to 10:30 PM,3.1
Popular Cakery,"Plot 228, UK 1, Ecotech 3, Greater Noida, Noida","Bakery, Desserts, Fast Food",₹350,9 AM to 9 PM,3.1
Delhi Food Factory,"D Block Market, Sector 27, Noida",North Indian,₹150,9 AM to 11 PM,-
DudeFood,"Village Gijhor, Near Mithas, Sharma Complex, Sector 53, Noida",North Indian,₹450,11 AM to 11 PM,3.1
Kamat Rolls,"Shop-2, Godawari Complex, Sector 37, Noida",Fast Food,₹400,10 AM to 9 PM,3
Sri Kanha Restaurant,"Rampur Jagir, Beta I, Near CM Market Golchakkar, Greater Noida, Noida","North Indian, South Indian, Chinese, Fast Food",₹400,11 AM to 11 PM,2.9
Big Biryani,"4, Near Wave 1st Silver Tower, Sector 18, Noida",North Indian,₹700,Mon-Sun (12 Midnight to 11:45 PM),-
China Hot Pot,"D Block Market, Sector 27, Noida",Chinese,"₹1,500",10 AM to 10 PM,3.1
Perk n Puff,"Shop 49-50, 1st Floor, SNG Plaza, Greater Noida, Noida",Fast Food,₹550,11 AM to 11 PM,3.2
Old Tehrii Cafe & Lounge,"C-20, Ground Floor, Assotech 1, Sector 62, Noida","North Indian, Chinese, Cafe",₹250,12 Noon to 11 PM,3.1
Chow Time,"Shop 1/26, B Block, Sector 50, Noida",Chinese,₹650,9 AM to 10:30 PM,2.9
Burger Hut,"Shop No-G-2/S-3 Gamma -1 Gamma Shoping Complex Jagar Farm Market, Greater Noida, Noida",Fast Food,"₹1,000",8 AM to 10 PM,3
Food Village,"26, Basement, GM Mall, Jagat Farm Market, Greater Noida, Noida","North Indian, Chinese","₹1,500",11 AM to 11 PM,3.2
Delhi Food Factory,"Savitri Market, Sector 18, Noida",North Indian,₹300,11:30 AM to 10:30 PM,2.9
M Lounge - Mosaic Hotels,"Mosaic Hotels, C-1, Sector 18, Noida","Bakery, Desserts",₹800,"12 Noon to 4 PM, 7 PM to 11 PM",2.9
Street,"K-3, K-4 Food Court, Spice World Mall, Sector 25, Noida","Street Food, Fast Food",₹450,12:30 PM to 9:30 PM,3
Knights Chaska,"201 to 207, Second Floor, Ansal Plaza Mall, Greater Noida, Noida","North Indian, Chinese",₹250,10:30 AM to 10 PM,3.1
Chacha Ka Dhaba,"AM-03, Ansal Commercial Complex, Ansal Golf Link-1, Sector Omega-1, Greater Noida, Noida",North Indian,₹600,10 AM to 10 PM,3.1
Bhagatji Sweets,"Shop 1/N2, Gama 1, Near Jagat Farm, Amritpuram, Greater Noida, Noida","Desserts, Street Food",₹650,"1 PM to 11 PM (Mon, Wed-Sun), Tue Closed",2.9
Al Mashrek,"C 175, Hosiery Complex, Phase 2, Near Sector 83, Noida","Biryani, Mughlai, North Indian",₹450,24 Hours,3.1
Raj Paradise,"Basai Market, Opposite OIDB Building, Greater Noida Link Road, Sector 70, Near Sector 71, Sector 71, Noida","North Indian, Chinese",₹400,11 AM to 11 PM,3
Khana Khajana Da Dhaba,"20 & 21, Atta Subzi Mandi, Maa Shakumbhari Market, Sector 27, Noida","Chinese, North Indian",₹500,Mon-Sun (12 Midnight to 11:45 PM),-
Skewer's Grill,"RN-38, B Block Market, Behind Fortis Hospital, Sector 62, Noida","Mughlai, North Indian",₹150,Mon-Sun (12 Noon to 11:59 PM),-
The Taste,"Opposite Samvedna Hospital, Sector 48, Noida","Bakery, Fast Food","₹1,100",11 AM to 11 PM,3.1
Yadav Ji Ke Mashoor Paranthe,"Jagat Farm, Gamma 1, Opposite OBC Bank, Greater Noida, Noida",North Indian,₹500,9 AM to 10 PM,3.1
eatIN,"C 28, Sector 18, Noida","North Indian, Mexican, American",₹400,9:30 AM to 11:30 PM,3.1
Melting Flavours,"Shop 20, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida","North Indian, Fast Food",₹800,11 AM to 11 PM,3
Cake n Flower,"Shop 4, CDR Complex, Sector 15, Noida",Bakery,"₹1,000",12 Noon to 11 PM,3.1
Saffron Grille,"Sector 77, Noida","Awadhi, North Indian, Chinese",₹700,11 AM to 11 PM,2.9
Delhi Food Factory,"Main Dadri Road, Sector 41, Noida",North Indian,₹400,"9 AM to 4 PM, 6 PM to 12 Midnight",2.9
Chination,"Sector 41, Noida",Chinese,₹400,7 AM to 12 Midnight,3
Dawat Xpress,"84, Sector Chi 3, Greater Noida, Noida","Chinese, Indian, Fast Food",₹500,"8 AM to 7 PM (Mon-Sat), Sun Closed",3
Yes Bosz Food Plaza,"C-3, 2nd Floor, Sector 58, Noida","North Indian, Chinese",₹550,11 AM to 11 PM,3
Ali Baba Caves,"First Floor. Ansal Plaza Mall, Pari Chowk, Greater Noida, Noida","Cafe, Chinese",₹850,10 AM to 10 PM,3.1
Shagun,"G-13, Block A, Max Tower 1, Alpha Commercial Belt, Greater Noida, Noida","North Indian, Chinese",₹700,11 AM to 11 PM,2.9
Handi,"Shop 21, Amarpali Zodiac, Sector 72, Noida","North Indian, Chinese",₹400,9 AM to 11 PM,3.1
Sethi'ss,"3, Sector 71, Noida","North Indian, Chinese",₹500,"9 AM to 3 PM, 5 PM to 10 PM",3.1
Uncle's Punjabi Rasoi,"11 & 12, Shakumbari Sabzi Market, Behind SABMALL, Atta Peer, Sector 27, Noida",North Indian,₹300,11 AM to 11 PM,3.1
King's Kitchen,"Purvanchal Silver City, Pi 2, Greater Noida, Noida","North Indian, Chinese",₹100,24 Hours,2.8
Veggiebox.in,"Balaji Mandir Campus, Gate 4, Near HCL SEZ, Sector 126, Near Sector 125, Sector 125, Noida","North Indian, South Indian, Chinese",₹500,11:30 AM to 8:30 PM,2.9
Aunty Parantha Corner,"2, C Block Market, Sector 12, Noida",North Indian,₹100,10 AM to 6 PM,3.1
Mr. Flavour,"GF-7A, Harsha Mall, Near Kotak Mahindra Bank,
Commercial Belt, Alpha-1, Greater Noida, Noida","Indian, Chinese",₹250,8 AM to 11 PM,3.1
Chandani Chowk Ke Mashoor Paranthe,"Jagat Farm, Gamma 1, Opposite OBC Bank, Greater Noida, Noida",North Indian,₹150,11 AM to 11 PM,3.1
Mom's Food Restaurant,"18, Mother's Pride, Sector 93, Noida",North Indian,₹200,10 AM to 11 PM,-
Doon's Vaishnava Bhojnalaya,"21, Block X, 1A Market, Sector 12, Noida",North Indian,₹450,12 Noon to 12 Midnight,-
Aggarwal Kachori Wale,"Shop 26, X Block, Near Metro Hospital, Sector 12, Noida",North Indian,₹300,10 AM to 10 PM,-
Shri Krishna Restaurant,"Shop 1, District Court Complex, Industrial Area, Phase 2, Near Sector 83, Sector 83, Noida","North Indian, Street Food, South Indian",₹400,8 AM to 10 PM (Mon-Sun),3.2
Sweet Cake,"Shop 320, Nayabar, Sector 15, Noida",Bakery,₹500,4 PM to 12 Midnight,3
C 'Choco Affaires,"C16, Sector 23, Noida","Bakery, Desserts",₹150,11 AM to 1 AM,3.1
The Dessert Table Company,"Flat 203, Tower 6, Parsvnath Prestige 2, Shrishti Welfare Society, Sector 93, Noida","Bakery, Desserts",₹800,"11 AM to 4 PM, 7 PM to 12 Midnight",2.9
Bikaner's Sweets Namkeen & Snacks,"20, Shopping Complex, Near Yamuna Authority, Gautam Budh Nagar, Greater Noida, Noida","Street Food, Desserts",₹200,11 AM to 11 PM,3.1
Second Home Restaurant,"1st Floor, C-3, Sector 51, Noida",North Indian,₹700,11 AM to 11 PM,-
The Chandni Chowk Restaurant,"Shop 52, Amrapalli Princely, Sector 76, Near Sector 72, Noida","Street Food, North Indian",₹200,11 AM to 10:30 PM,3
Chination,"Sector 110, Noida",Chinese,₹150,"11 AM to 4 PM, 7 PM to 11 PM",-
Big B Pastry Shop,"8, Ground Floor, Commercial Complex, Yamuna Authority, Omerga 1, Greater Noida, Noida","Bakery, Fast Food",₹250,8 AM to 10 PM,3.1
Come Grab,"B-195, Sector 52, Noida",Fast Food,₹200,11 AM to 11 PM,3.1
Wakhra Swaad,"G - 28, Savitri Market, Sector 18, Noida, Delhi NCR",Fast Food,₹250,11 AM to 11 PM,3
Kalpana Hotel,"Opposite Priya Gold Biscuits Factory, Naya Bans, Sector 15, Noida",North Indian,₹500,10 AM to 9:30 PM,3
Maa Vaishno Shudh Bhojnalaya,"27, Subzi Mandi Market, Sector 27, Noida",North Indian,₹500,1 PM to 10:30 PM,-
Garam Masala Kitchen,"1, Morna Market, Near Kribhco Apartments, Sector 35, Near Sector 34, Noida","Biryani, North Indian",₹100,12 Noon to 11 PM,3
Pizza For Friends,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida","Pizza, Fast Food",₹400,12 Noon to 11 PM,3
Adarsh Kulfi,"Food Court, Ground Floor, Supertech Shoprix Mall, Sector 61, Noida",Ice Cream,₹250,8:30 AM to 10:30 PM,3
Jhatpat Khana,"Y-372, Near City Hospital, Sector 12, Noida",North Indian,₹400,"12:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",2.8
The Dough Box,"C 89, Sector 40, Noida","Bakery, Desserts",₹250,10 AM to 11 PM,-
Chaat Bazaar,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida",Street Food,₹150,10 AM to 10 PM,-
Jain Restaurant,"Near Central Bank, Sector 22, Noida","North Indian, Chinese, South Indian",₹150,11 AM to 11 PM,3
Refuel Cafe,"Shop 8, First Floor, Elddeco Arcadia, Sector Pi 1, Greater Noida, Noida",Fast Food,₹650,10 AM to 10 PM,3
M.P. Chole Tikki Wala,"Block D, Sector 27, Noida",Street Food,₹250,11 AM to 11 PM,-
Shahi Bhoj,"346, Icon Apartments, Sector - Chi 3, Greater Noida, Noida","North Indian, Chinese",₹200,9 AM to 10 PM,3.1
Get Grubs,"Sector 63, Noida","Fast Food, Burger",₹200,12 Noon to 12 Midnight,2.6
Evergreen Sweets,"Shop 16, Bhoginvilla Shopping Complex, Gamma-II, Greater Noida, Noida","Fast Food, Street Food, Mithai",₹200,10 AM to 10 PM,-
Oh My Scoop!,"Shop 24,  Block D-9A Market, Sector 27, Noida",Ice Cream,₹250,11 AM to 11 PM,-
Mukundam's,"Shakumbari Market, Near Sab Mall, Sector 27, Noida","Street Food, Fast Food",₹350,"6 AM to 10:30 AM, 12 Noon to 3:30 PM, 7 PM to 11 PM",3
Cafe Nutrilicious,"RN-37, B Block Market, Behind Mother Dairy, Sector 62, Noida",Cafe,₹400,11 AM to 11 PM,3
Noida Cakes,"F-3, AR Market Part 2, Beta 1, Greater Noida, Noida",Bakery,₹100,11 AM to 10 PM,-
Justiffin.com,"Shop 1, A Block Market, Sector 31, Noida",North Indian,₹500,10 PM to 4 AM,2.9
Adarsh Kulfi,"Food Court, Spice World Mall, Sector 25, Noida",Ice Cream,₹700,9 AM to 9 PM,3.1
The Cake Masters,"B-103, Near B Block Park, Sector 56, Noida","Bakery, Desserts",₹250,9 AM to 10 PM,-
Chination,"Sector 132, Noida",Chinese,₹550,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed",2.8
Food Plaza,"Y-237, Ground Floor, Sector 12, Noida","Chinese, North Indian",₹700,7 AM to 10 PM,-
Crazy Baker's,"1st Floor, Spice World Mall, Sector 25, Noida","North Indian, Bakery",₹100,11 AM to 12 Midnight,3.1
Mantraa,"Ground Floor, Plot 1/ A 46, Block H, Near Petrol Pump, Sector 63, Noida",North Indian,₹350,8 AM to 9 PM,3
Vadilal Ice Cream Parlour,"Omaxe NRI City Mall, Pari chowk, Greater Noida, Noida",Ice Cream,₹800,11 AM to 11 PM,-
Food Cafe,"13-14, Sector 44, Near Chhalera Village","North Indian, Chinese",₹200,"11 AM to 3:30 PM, 7 PM to 9:30 PM",3.1
Rasoi99,"Gautam Buddh Nagar, Block C, Behind Fortis Hospital, Sector 62, Noida","North Indian, Chinese",₹150,9:30 AM to 9:30 PM,3.1
Juice Cafe,"Alpha Commercial Belt, Greater Noida, Noida","Salad, Beverages",₹300,11 AM to 10 PM,-
Kolkata Roll Point,"MSX Tower 1, Near Domino's, Alpha 1, Greater Noida, Noida",Fast Food,₹250,8 AM to 8 PM,3.1
Minimaneus,"Shop 16, Sethi Arcade, Opposite Mahagun Moderne, Sector 76, Noida","North Indian, Mughlai, Chinese",₹400,10 AM to 10 PM,-
GoCake.in,"Kiosk 3 & 4, Jalvayu Vihar, Greater Noida, Noida","Bakery, Desserts, Fast Food",₹700,11 AM to 10 PM,-
More Than Café,"Shop 26, Sector 27, Noida",Fast Food,"₹1,000",11 AM to 11 PM,3.1
The Choco Shop,"Sector 48, Noida",Bakery,₹500,"11 AM to 8 PM (Mon, Wed-Sun), Tuesday Closed",2.9
The Masala Route,"Y Block, Rana Market, Main Geni Road, Sector 12, Noida","North Indian, Chinese, Mughlai",₹350,8 AM to 11 PM,3.1
Qquick Meal,"J-20, 1st Floor, Sector 18, Noida","North Indian, Continental",₹100,11:30 AM to 11 PM,3
Sizzle on Wheels,"Film City, Opposite Lakshmi Studios, Sector 16, Noida","North Indian, Chinese, Fast Food",₹190,11 AM to 11 PM,3.1
Adarsh Kulfi,"Basement Floor, Centre Stage Mall, Sector 18, Noida",Ice Cream,₹350,10 AM to 11 PM,2.9
Ginnis Oven,"E-18-A, Sector 8, Noida",Bakery,₹250,8 AM to 11 PM,-
Zaid Roll Corner,"Jagat Farm, Opposite Gurubaksh Plaza, Greater Noida, Noida",Fast Food,₹500,10 AM to 10 PM,3.1
Kanha Cake o' Pastry,"B-1/1, FS Plaza, Jagat Farms, Gamma 1, Greater Noida, Noida","Desserts, Bakery",₹200,10 AM to 10 PM,-
Quick Chick Restaurant,"A-2/17, Main Market, Opposite Kendriya Vihar, Sector 110, Noida",North Indian,₹200,"10 AM to 4 PM, 7 PM to 11 PM",3.1
Lambchop,"Alakhnanda Shopping Complex, Sector 28, Noida",Raw Meats,₹500,"11 AM to 11 PM (Mon, Wed-Sun), Tue Closed",3
Sonu Hot & Spicy,"A 94, Opposite Dish TV, Sector 58, Noida","Chinese, North Indian, Fast Food",₹600,11 AM to 11 PM,-
Royal Awadh,"GF-32, Bishab Parsavnath Plaza, Alpha 1, Commercial Complex, Greater Noida, Noida",North Indian,₹600,10 AM to 11 PM,3
Roshni's The Diners,"204, FS Plaza, Jagat Farm, Greater Noida, Noida","North Indian, Chinese",₹800,"10 AM to 2 PM, 6 PM to 9 PM",3
Chaska By Taste,"Village Shadra Bansal Market, Near Pass Taira, Near, Sector 132, Noida","North Indian, Chinese",₹250,11 AM to 9 PM,-
Kaka Ji Restaurant,"Sector 53, Noida,","North Indian, Mughlai",₹400,11 AM to 9 PM,3
Chai Thela,"Tower B, Logix Cyber Park, Sector 62, Noida",Cafe,₹450,12 Noon to 10 PM,3
D Veggie Pizza,"Railway Road, Near Naveen Hospital, Dadri, Greater Noida, Noida","Fast Food, Pizza",₹600,10 AM to 10 PM,3
Lajawab Family Restaurant,"Shop 10, Pandit Market, Link Road, Near Chauda Mod, Sector 22, Noida",North Indian,₹550,"10 AM to 11 PM (Mon-Sat), Sunday Closed",-
Royal Spices Restaurant,"Dadri Road, Near HP Petrol Pump, Sector 41, Noida","North Indian, Chinese",₹250,11 AM to 10 PM,2.9
Delicious Food,"167, Sector Chi 4, Opposite ATS Society, Greater Noida, Noida","North Indian, Chinese",₹300,11 AM to 8 PM,3
Shadev Saini Dhaba,"Main Dadri Road, Village Chhalera, Sector 44, Noida",North Indian,₹250,9 AM to 6 PM,-
WOW Zaika,"Flat 77A, Rajat Vihar, C Block, Sector 62, Noida",North Indian,₹600,12 Noon to 11 PM,3
Bakes & Cakes,"Royal Paradise Hotel, Shop 3 & 4, Y 349C, Near Sabzi Mandi, Sector 12, Noida","Bakery, Desserts",₹550,11 AM to 6 PM,3
Big Super Cake O' Pastry,"105, Omega 1, Greater Noida, Noida","Desserts, Bakery",₹400,10 AM to 11 PM,-
Mishti's Kitchen,"G-307, Sector 63, Noida","Chinese, Mughlai, Thai",₹250,11 AM to 10:30 PM,2.9
Uncle's Treat,"B-5/9, Sector 31, Noida",Fast Food,₹350,10 AM to 12 Midnight,3
Hot & Spicy,"C Block, Lozix Park, Sector 62, Noida",Chinese,₹250,10 AM to 10 PM,-
